Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Timestamp,Transaction Status,Fraud Flag,Geolocation (Latitude/Longitude),Device Used,Network Slice ID,Latency (ms),Slice Bandwidth (Mbps),PIN Code
T0E4F21DC,ACC90900,ACC53471,1344.01,Withdrawal,2024-12-04 10:46:00,Failed,False,"37.3166 N, -121.8662 W",Mobile,5G,44,63,4791
T23D69613,ACC82436,ACC93972,1145.85,Withdrawal,2024-10-05 10:55:00,Success,False,"36.7847 N, -119.8225 W",Desktop,Ethernet,7,184,3028
TBA84351B,ACC80321,ACC53228,819.88,Deposit,2024-06-16 10:35:00,Failed,True,"38.5682 N, -121.5305 W",Mobile,LTE,54,90,8897
T5794E7E8,ACC85639,ACC80929,548.93,Transfer,2024-12-30 10:49:00,Failed,True,"33.3801 N, -111.8518 W",Mobile,5G,40,88,3586
TD35AD473,ACC95052,ACC66018,1425.1,Transfer,2024-06-25 10:57:00,Failed,False,"33.717 N, -84.341 W",Mobile,3G,211,125,1810
TD4CBB2D6,ACC70544,ACC22763,786.57,Transfer,2024-01-15 10:23:00,Success,True,"41.8585 N, -87.6449 W",Mobile,Wi-Fi,15,82,3996
TD369ED11,ACC33501,ACC28336,1184.41,Transfer,2024-08-11 10:57:00,Failed,False,"38.8514 N, -104.8678 W",Mobile,5G,20,238,1907
TB867623F,ACC88799,ACC48171,1231.61,Deposit,2024-03-29 10:46:00,Success,True,"40.6901 N, -73.9696 W",Desktop,Ethernet,8,188,4726
T0D19CAE3,ACC67955,ACC99356,929.9,Transfer,2024-06-23 10:19:00,Success,False,"40.6761 N, -73.9873 W",Mobile,LTE,60,134,3155
T14096A4B,ACC67630,ACC31727,94.08,Withdrawal,2024-05-23 10:06:00,Failed,True,"38.2043 N, -85.7323 W",Desktop,Ethernet,4,134,3967
T0E051ED5,ACC81497,ACC20308,1091.12,Deposit,2024-05-13 10:38:00,Success,True,"34.0886 N, -118.2922 W",Mobile,LTE,47,92,3872
T8BD855BA,ACC92545,ACC75306,660.16,Deposit,2024-11-01 10:06:00,Failed,False,"39.6943 N, -104.9763 W",Mobile,5G,45,215,9481
T1B2FB8B5,ACC31799,ACC80677,235.44,Withdrawal,2024-01-10 10:49:00,Failed,True,"36.7819 N, -119.8036 W",Mobile,5G,18,216,7664
TA0F2F022,ACC68077,ACC86016,26731.12,Deposit,2024-10-01 10:35:00,Failed,True,"34.0248 N, -118.2213 W",Desktop,Ethernet,7,70,4182
TDA6F82EB,ACC92864,ACC70845,3458.32,Withdrawal,2024-02-29 10:54:00,Failed,False,"40.6796 N, -73.958 W",Mobile,5G,20,217,5677
T8AAB5ED3,ACC47965,ACC43390,1085.85,Deposit,2024-05-14 10:52:00,Failed,True,"37.3006 N, -121.8372 W",Desktop,Ethernet,2,238,5788
TC904B27C,ACC45896,ACC17672,1333.87,Withdrawal,2024-05-10 10:27:00,Success,False,"39.3276 N, -76.5647 W",Mobile,5G,37,150,7186
TFA1EC745,ACC57627,ACC98533,374.88,Deposit,2024-03-26 10:38:00,Failed,True,"43.0841 N, -87.8576 W",Mobile,5G,27,81,8985
T3712D5A9,ACC82132,ACC67444,1224.01,Deposit,2024-01-25 10:29:00,Success,True,"40.6715 N, -74.0164 W",Desktop,Ethernet,6,55,9124
T61B82116,ACC32083,ACC28978,860.27,Deposit,2024-08-28 10:59:00,Success,False,"40.6643 N, -74.0503 W",Mobile,LTE,35,61,1601
T1E828BED,ACC90096,ACC86295,275.18,Transfer,2024-11-21 10:42:00,Success,True,"35.2705 N, -80.7936 W",Desktop,Wi-Fi,13,232,4931
T4052B08C,ACC74642,ACC30873,163.42,Withdrawal,2024-11-11 10:30:00,Failed,True,"38.8768 N, -77.0124 W",Mobile,5G,15,169,1127
T3B5D0B37,ACC80825,ACC64136,1319.31,Transfer,2024-01-08 10:27:00,Failed,True,"35.1988 N, -80.8208 W",Mobile,LTE,39,92,4540
T04836A88,ACC73505,ACC41835,396.08,Transfer,2024-04-12 10:23:00,Failed,True,"34.0886 N, -118.2935 W",Mobile,5G,44,153,2898
T683098AA,ACC99165,ACC71591,189.14,Transfer,2024-12-12 10:26:00,Failed,True,"33.488 N, -112.0296 W",Desktop,Wi-Fi,12,69,9976
T0C08F959,ACC76092,ACC29666,439.79,Withdrawal,2024-02-05 10:06:00,Success,True,"36.1271 N, -115.1765 W",Desktop,Ethernet,2,74,2470
TB0857CAC,ACC11488,ACC74499,290.98,Withdrawal,2024-07-12 10:58:00,Success,False,"43.001 N, -87.8887 W",Mobile,LTE,69,162,3718
T95553088,ACC87072,ACC89896,990.36,Deposit,2024-06-28 10:27:00,Failed,False,"29.4109 N, -98.4609 W",Mobile,5G,38,223,1929
T04E8F0D8,ACC81093,ACC72767,384.21,Transfer,2024-06-08 10:03:00,Failed,False,"27.9241 N, -82.4897 W",Mobile,LTE,53,248,3607
T453457DA,ACC80448,ACC17647,531.26,Transfer,2024-12-10 10:10:00,Failed,False,"35.1218 N, -106.6363 W",Mobile,5G,44,140,7065
T60328285,ACC56048,ACC61043,92.47,Withdrawal,2024-12-02 10:13:00,Failed,False,"38.6171 N, -121.5276 W",Mobile,LTE,42,51,5012
TC81EFDD8,ACC88799,ACC48171,1231.61,Deposit,2024-09-11 10:46:00,Success,True,"37.2959 N, -121.8724 W",Desktop,Wi-Fi,9,188,4726
T9E203E09,ACC71245,ACC38629,855.53,Deposit,2024-08-26 10:12:00,Success,True,"41.9206 N, -87.6505 W",Mobile,5G,17,142,1683
TCC5A28E4,ACC53418,ACC92611,1325.97,Deposit,2024-08-24 10:06:00,Failed,False,"29.3979 N, -98.5355 W",Desktop,Ethernet,5,178,5448
T0E02B125,ACC80544,ACC14023,1108.3,Transfer,2024-07-01 10:24:00,Failed,True,"29.7889 N, -95.3229 W",Desktop,Ethernet,8,181,2040
TAC821C6C,ACC70412,ACC83087,478.3,Withdrawal,2024-10-18 10:42:00,Failed,False,"40.7569 N, -73.977 W",Mobile,3G,218,99,1179
TC243F8A8,ACC99232,ACC40298,454.59,Deposit,2024-08-15 10:25:00,Success,True,"40.7436 N, -73.9734 W",Desktop,Ethernet,3,130,7460
T490B551F,ACC54120,ACC50698,765.31,Deposit,2024-03-26 10:13:00,Success,True,"38.6132 N, -121.5435 W",Desktop,Ethernet,4,184,6602
T12E51BAF,ACC70626,ACC54925,561.12,Withdrawal,2024-08-07 10:34:00,Failed,False,"34.0766 N, -118.2837 W",Desktop,Ethernet,5,163,9950
T2F6E7F11,ACC10108,ACC93985,236.8,Transfer,2024-09-28 10:04:00,Failed,True,"32.7076 N, -97.3064 W",Desktop,Ethernet,2,81,5555
TCCB07E02,ACC45335,ACC10363,16733.41,Deposit,2024-11-05 10:39:00,Success,True,"41.8293 N, -87.584 W",Desktop,Wi-Fi,21,199,2084
TC6AF7114,ACC58690,ACC58950,216.24,Transfer,2024-10-08 10:46:00,Failed,True,"32.7206 N, -97.1522 W",Mobile,LTE,39,196,3751
TF8F71346,ACC80523,ACC75671,940.3,Deposit,2024-10-31 10:55:00,Success,True,"38.8138 N, -104.7733 W",Mobile,5G,26,214,9857
T384FA76F,ACC85972,ACC43808,1318.57,Deposit,2024-10-02 10:16:00,Failed,True,"39.1237 N, -94.6179 W",Mobile,LTE,85,247,3943
T4908DE71,ACC37253,ACC11656,503.36,Transfer,2024-12-04 10:37:00,Failed,True,"40.6633 N, -74.0189 W",Mobile,3G,200,237,8005
T9F8C8C50,ACC72164,ACC81617,1435.51,Deposit,2024-01-09 10:33:00,Success,False,"30.3809 N, -81.6267 W",Mobile,3G,170,167,1346
TD82E7A37,ACC66001,ACC91457,476.97,Transfer,2024-06-12 10:05:00,Success,False,"34.041 N, -118.2582 W",Mobile,LTE,76,112,1010
T5EB66609,ACC80128,ACC82248,893.51,Deposit,2024-10-11 10:01:00,Failed,False,"34.004 N, -118.2639 W",Desktop,Ethernet,4,205,1510
T24FFB9A4,ACC34002,ACC28087,152.01,Withdrawal,2024-12-19 10:48:00,Failed,True,"39.3044 N, -76.6408 W",Desktop,Ethernet,7,204,2174
T45C0E7A8,ACC13689,ACC68542,1209.34,Deposit,2024-09-03 10:52:00,Success,True,"35.2375 N, -80.8101 W",Mobile,5G,37,180,1139
TAD027661,ACC52631,ACC87532,396.54,Withdrawal,2024-06-10 10:55:00,Success,False,"39.7578 N, -86.1898 W",Mobile,3G,149,77,7218
T79F098BE,ACC64984,ACC66528,939.81,Transfer,2024-08-24 10:02:00,Success,False,"37.832 N, -122.2541 W",Mobile,LTE,81,250,9706
T5F8AE991,ACC14994,ACC16656,495.9,Deposit,2024-06-19 10:14:00,Failed,True,"41.9233 N, -87.6572 W",Desktop,Ethernet,5,179,3075
TBD5571E4,ACC92329,ACC71125,1414.14,Transfer,2024-04-18 10:30:00,Failed,False,"33.3826 N, -111.8072 W",Mobile,3G,185,52,9001
T142110A0,ACC99006,ACC20011,737.44,Withdrawal,2024-09-25 10:53:00,Success,False,"40.6734 N, -73.9772 W",Mobile,5G,40,171,7764
T1E428254,ACC37253,ACC11656,503.36,Transfer,2024-01-21 10:37:00,Failed,True,"33.405 N, -111.878 W",Mobile,LTE,57,237,8005
TB707E590,ACC98500,ACC12069,635.34,Withdrawal,2024-08-12 10:54:00,Success,True,"38.2036 N, -85.7171 W",Mobile,5G,20,221,8638
T2BC49A00,ACC50375,ACC53869,662.62,Transfer,2024-07-24 10:16:00,Success,False,"40.7024 N, -73.9814 W",Desktop,Ethernet,7,81,4790
T31AC64E8,ACC54388,ACC73926,1219.38,Transfer,2024-11-17 10:05:00,Failed,True,"40.6981 N, -73.9603 W",Mobile,LTE,79,157,9632
TD4A699C2,ACC14278,ACC69811,273.81,Withdrawal,2024-01-27 10:59:00,Failed,True,"39.7532 N, -86.1798 W",Mobile,5G,32,79,7852
TB17AA6F3,ACC72546,ACC73085,1196.23,Withdrawal,2024-03-11 10:48:00,Failed,False,"40.754 N, -73.992 W",Mobile,3G,173,72,3997
T3A80E1BE,ACC70377,ACC20352,938.68,Transfer,2024-08-17 10:15:00,Failed,True,"33.4026 N, -111.8738 W",Mobile,LTE,87,139,6668
TB9A5FA12,ACC54726,ACC89370,655.98,Deposit,2024-06-20 10:40:00,Success,False,"33.4128 N, -112.0362 W",Mobile,LTE,79,239,8579
T7A605D53,ACC33497,ACC27326,1364.73,Deposit,2024-06-17 10:10:00,Failed,False,"40.7584 N, -74.0203 W",Desktop,Ethernet,3,141,2829
TCA5D12BB,ACC94010,ACC90072,475.88,Withdrawal,2024-12-19 10:45:00,Failed,True,"34.0354 N, -118.2781 W",Desktop,Ethernet,6,159,1035
TFF543908,ACC54756,ACC20263,530.44,Transfer,2024-07-13 10:07:00,Failed,False,"32.2556 N, -111.0236 W",Mobile,Wi-Fi,13,64,7903
T327B599D,ACC39373,ACC76158,19421.52,Withdrawal,2024-04-21 10:33:00,Success,False,"39.7809 N, -104.9779 W",Desktop,Ethernet,4,57,2915
TCC3CEA12,ACC59081,ACC63217,713.85,Withdrawal,2024-07-09 10:38:00,Success,True,"40.678 N, -73.9747 W",Desktop,Ethernet,8,127,6163
T6D4F0C3C,ACC80202,ACC20579,86.89,Withdrawal,2024-07-29 10:19:00,Failed,False,"42.3288 N, -71.0125 W",Mobile,LTE,68,109,1696
T6CA4B2B2,ACC10098,ACC31423,402.64,Transfer,2024-12-26 10:36:00,Failed,False,"40.7465 N, -74.0366 W",Mobile,5G,26,231,9797
TEA9EE92B,ACC61414,ACC87149,1075.79,Withdrawal,2024-04-20 10:02:00,Success,False,"40.6661 N, -74.0311 W",Desktop,Ethernet,4,195,1442
T9A00AFD9,ACC59721,ACC82859,1002.18,Deposit,2024-01-16 10:29:00,Failed,False,"41.302 N, -95.9018 W",Desktop,Ethernet,7,163,3436
TDD8851BD,ACC14278,ACC69811,273.81,Withdrawal,2024-08-31 10:59:00,Failed,True,"29.3865 N, -98.4641 W",Mobile,5G,17,79,7852
TCD55DE4A,ACC32012,ACC88630,864.07,Transfer,2024-08-19 10:48:00,Success,False,"29.7285 N, -95.391 W",Desktop,Ethernet,2,199,1263
T83B7B703,ACC97614,ACC48951,793.95,Deposit,2024-10-14 10:55:00,Success,False,"34.0279 N, -118.2641 W",Mobile,3G,212,229,4693
T2780C40B,ACC29795,ACC77438,155.79,Deposit,2024-03-22 10:24:00,Failed,True,"32.7767 N, -97.3423 W",Mobile,5G,35,192,5865
T79507986,ACC54067,ACC84423,1031.4,Transfer,2024-01-19 10:15:00,Success,False,"40.6896 N, -74.056 W",Desktop,Ethernet,4,235,1724
T567CB2FD,ACC92864,ACC70845,3458.32,Withdrawal,2024-09-17 10:54:00,Failed,False,"40.7255 N, -74.0265 W",Mobile,LTE,42,217,5677
TAE60E371,ACC64877,ACC76710,1398.95,Deposit,2024-07-08 10:31:00,Success,True,"33.7804 N, -84.4154 W",Mobile,5G,21,117,1129
T6E9DF379,ACC26086,ACC47587,912.78,Deposit,2024-07-16 10:20:00,Success,False,"42.3595 N, -83.0216 W",Desktop,Ethernet,2,228,8300
T16F669E4,ACC98822,ACC25732,741.72,Transfer,2024-03-09 10:13:00,Success,False,"37.8052 N, -122.3807 W",Mobile,5G,39,78,3610
TE24B4CCC,ACC66411,ACC85248,712.91,Deposit,2024-11-29 10:14:00,Failed,True,"39.9143 N, -75.1512 W",Mobile,LTE,82,214,2961
T2B75CC67,ACC35352,ACC22759,286.5,Transfer,2024-10-24 11:00:00,Failed,False,"36.1148 N, -86.7965 W",Mobile,LTE,77,66,6799
T134750E1,ACC83854,ACC79026,1326.86,Deposit,2024-04-11 10:25:00,Success,False,"45.5008 N, -122.7049 W",Mobile,5G,23,121,9227
T3521906E,ACC80611,ACC48199,1186.59,Withdrawal,2024-09-16 10:08:00,Failed,True,"40.7232 N, -73.9584 W",Mobile,5G,30,96,7420
T03E8DEAA,ACC52547,ACC63134,391.02,Transfer,2024-03-11 10:44:00,Success,True,"27.9679 N, -82.4763 W",Mobile,5G,16,192,9932
T5EB089E5,ACC49865,ACC86726,1081.36,Transfer,2024-02-10 10:12:00,Success,True,"40.6698 N, -74.021 W",Desktop,Wi-Fi,21,58,6747
T4A0C7957,ACC94127,ACC94127,1003.51,Deposit,2024-09-14 10:52:00,Failed,False,"33.7675 N, -84.3586 W",Mobile,5G,23,99,2774
T6156D994,ACC32540,ACC97558,35799.48,Transfer,2024-10-09 10:52:00,Success,False,"39.9228 N, -75.1785 W",Mobile,5G,27,145,5111
T74E852F2,ACC10098,ACC31423,402.64,Transfer,2024-04-15 10:36:00,Failed,False,"40.7512 N, -73.9606 W",Mobile,3G,212,231,9797
TB83D99AC,ACC44416,ACC80838,92.76,Transfer,2024-07-17 10:42:00,Failed,False,"39.9994 N, -75.141 W",Mobile,3G,169,103,6624
TA9665122,ACC93575,ACC61999,165.65,Withdrawal,2024-02-05 04:07:33,Success,True,"40.7269 N, -74.0255 W",Desktop,Ethernet,3,208,8968
T49985A98,ACC31169,ACC70535,420.19,Deposit,2024-10-04 10:20:00,Failed,True,"39.1185 N, -94.5597 W",Mobile,5G,21,200,1654
T75F5D140,ACC60718,ACC19048,1146.73,Deposit,2024-10-01 10:35:00,Failed,False,"40.7487 N, -74.0559 W",Desktop,Ethernet,4,63,7629
T6EAB4D27,ACC57627,ACC98533,374.88,Deposit,2024-05-09 10:38:00,Failed,True,"33.4075 N, -112.0848 W",Mobile,LTE,41,81,8985
T53AF56A3,ACC17441,ACC84695,1334.29,Transfer,2024-02-10 10:50:00,Failed,True,"35.1905 N, -90.0646 W",Mobile,LTE,74,218,3677
TF5A3385A,ACC48659,ACC91872,1054.81,Withdrawal,2024-01-06 10:45:00,Failed,True,"35.4491 N, -97.4751 W",Desktop,Ethernet,6,80,6248
TDB7E729C,ACC61134,ACC81577,1035.25,Deposit,2024-05-01 10:02:00,Success,True,"40.7412 N, -74.0374 W",Mobile,3G,167,175,7144
TE99F40F3,ACC80611,ACC48199,1186.59,Withdrawal,2024-07-23 10:08:00,Failed,True,"34.0135 N, -118.2088 W",Mobile,LTE,84,96,7420
TC19CC6E0,ACC96845,ACC91092,599.56,Deposit,2024-06-19 00:48:03,Failed,True,"39.7952 N, -86.1824 W",Desktop,Ethernet,3,109,6970
T5FF8E2C0,ACC67387,ACC36934,480.09,Withdrawal,2024-09-24 10:50:00,Success,True,"37.2912 N, -121.9271 W",Mobile,5G,36,215,2221
T42E42F43,ACC86893,ACC47672,738.34,Deposit,2024-07-18 10:01:00,Success,True,"29.3886 N, -98.5046 W",Mobile,LTE,64,194,2399
T667D9B6A,ACC88548,ACC75385,1304.37,Transfer,2024-07-27 10:44:00,Failed,True,"45.0259 N, -93.291 W",Desktop,Ethernet,3,192,3137
TC80CCC8D,ACC37651,ACC65346,1446.89,Withdrawal,2024-09-25 10:15:00,Failed,True,"35.8126 N, -78.622 W",Mobile,LTE,79,83,7612
T29E15769,ACC49257,ACC56878,621.44,Transfer,2024-09-01 10:34:00,Success,True,"39.3397 N, -76.625 W",Desktop,Ethernet,7,74,3888
T0DB93669,ACC35927,ACC52926,1275.28,Deposit,2024-04-02 10:11:00,Success,False,"40.6999 N, -73.9823 W",Desktop,Ethernet,7,68,1389
T9E16F2C9,ACC94970,ACC40110,989.51,Withdrawal,2024-02-08 10:17:00,Success,True,"40.6835 N, -74.0184 W",Mobile,3G,130,66,7067
T63526DFB,ACC22774,ACC61845,646.29,Withdrawal,2024-06-14 10:43:00,Success,False,"33.3993 N, -111.8593 W",Mobile,5G,34,157,4638
TDCAFE930,ACC55255,ACC19669,1249.96,Deposit,2024-08-16 10:36:00,Failed,False,"42.3868 N, -71.0704 W",Mobile,5G,34,178,6275
TC88E8646,ACC77551,ACC64850,953.94,Withdrawal,2024-04-08 10:34:00,Failed,False,"40.682 N, -74.0554 W",Mobile,3G,212,145,1517
T3EC8CFA1,ACC66287,ACC25255,847.66,Deposit,2024-03-20 10:53:00,Failed,True,"34.0395 N, -118.2898 W",Mobile,5G,21,198,4436
TB49711DF,ACC73740,ACC39244,906.82,Transfer,2024-11-11 09:37:14,Failed,False,"32.7361 N, -97.379 W",Mobile,5G,36,205,7119
T3F97500A,ACC67387,ACC36934,480.09,Withdrawal,2024-11-09 10:50:00,Success,True,"40.7471 N, -74.0458 W",Mobile,LTE,47,215,2221
T5C3B8D27,ACC45896,ACC17672,1333.87,Withdrawal,2024-10-04 10:27:00,Success,False,"40.6688 N, -74.0428 W",Mobile,5G,20,150,7186
T68127C55,ACC97327,ACC44378,1297.35,Transfer,2024-09-15 10:22:00,Failed,True,"37.7386 N, -122.3702 W",Desktop,Ethernet,4,89,6725
TEADEDE55,ACC60880,ACC94809,274.03,Withdrawal,2024-09-08 10:32:00,Success,True,"39.9805 N, -75.1162 W",Desktop,Wi-Fi,14,70,5983
T3F82F3F4,ACC44381,ACC45138,723.45,Transfer,2024-07-18 10:38:00,Success,True,"35.1823 N, -80.8721 W",Desktop,Ethernet,6,207,4979
T13FEBD75,ACC81687,ACC75202,762.55,Deposit,2024-02-17 10:34:00,Success,False,"29.7396 N, -95.3234 W",Desktop,Wi-Fi,23,207,3282
T75C2BD76,ACC44135,ACC93631,395.37,Transfer,2024-07-21 10:01:00,Success,False,"33.4613 N, -112.0278 W",Desktop,Ethernet,3,245,7216
T8061FC13,ACC29509,ACC11635,582.69,Transfer,2024-01-09 10:23:00,Failed,True,"27.9191 N, -82.4967 W",Desktop,Wi-Fi,15,226,1229
T4C8F90B2,ACC70445,ACC79951,229.96,Transfer,2024-01-02 10:11:00,Success,False,"29.4597 N, -98.507 W",Desktop,Wi-Fi,12,215,5333
T920AEACF,ACC18381,ACC76710,449.56,Withdrawal,2024-04-22 10:01:00,Failed,False,"44.9445 N, -93.2186 W",Desktop,Ethernet,4,191,4779
TFE3DEDD1,ACC82733,ACC38763,1331.35,Withdrawal,2024-10-14 10:57:00,Failed,True,"45.5324 N, -122.6911 W",Desktop,Ethernet,8,134,2645
T4ECD1648,ACC49511,ACC53019,1372.5,Transfer,2024-04-12 10:56:00,Failed,True,"39.9874 N, -75.2 W",Desktop,Ethernet,3,185,9414
T72F3F3B1,ACC50375,ACC53869,662.62,Transfer,2024-08-14 10:16:00,Success,False,"40.7449 N, -74.03 W",Desktop,Wi-Fi,21,81,4790
TEE2B309C,ACC67656,ACC83670,499.71,Transfer,2024-07-20 10:21:00,Failed,True,"35.1629 N, -90.0285 W",Mobile,LTE,40,127,6605
T8D664A28,ACC36992,ACC58355,412.43,Transfer,2024-12-07 10:18:00,Success,False,"39.707 N, -104.957 W",Mobile,Wi-Fi,13,239,9690
TD02BC67B,ACC33497,ACC27326,1364.73,Deposit,2024-09-18 10:10:00,Failed,False,"40.7271 N, -73.9816 W",Desktop,Ethernet,5,141,2829
T56EF3AEC,ACC16862,ACC11262,1191.44,Withdrawal,2024-06-06 10:22:00,Failed,True,"33.7966 N, -84.3619 W",Mobile,LTE,75,149,8105
TB721490A,ACC13717,ACC77116,259.0,Withdrawal,2024-03-28 10:33:00,Success,False,"39.2453 N, -76.6501 W",Desktop,Ethernet,8,174,1652
T821D61EE,ACC61600,ACC42975,914.39,Transfer,2024-08-14 10:05:00,Failed,True,"29.4708 N, -98.4519 W",Mobile,5G,17,229,8919
T97AC02A1,ACC31641,ACC89448,417.93,Withdrawal,2024-10-11 10:39:00,Success,False,"43.0096 N, -87.9454 W",Mobile,LTE,54,54,4543
TFD9F9FF1,ACC33515,ACC12270,131.53,Transfer,2024-03-24 10:58:00,Failed,False,"40.7544 N, -73.9954 W",Desktop,Ethernet,4,82,5473
T70F9E0A4,ACC91152,ACC74032,500.19,Transfer,2024-09-07 10:17:00,Success,False,"41.8645 N, -87.6168 W",Mobile,5G,28,167,4936
T79763334,ACC94359,ACC74980,386.64,Deposit,2024-02-19 17:53:58,Success,True,"34.0888 N, -118.257 W",Desktop,Ethernet,6,121,9095
T2C3B2C06,ACC22767,ACC15053,67541.23,Withdrawal,2024-02-17 10:16:00,Success,True,"41.9024 N, -87.675 W",Mobile,5G,25,487,5738
T842C04BB,ACC50985,ACC96391,614.35,Deposit,2024-11-09 10:46:00,Failed,False,"32.8143 N, -96.8139 W",Mobile,LTE,84,73,6599
T79843BE7,ACC79886,ACC14903,1340.76,Transfer,2024-11-17 10:49:00,Success,False,"33.3943 N, -111.8757 W",Mobile,LTE,83,224,9766
T34646EA3,ACC80448,ACC17647,531.26,Transfer,2024-07-13 10:10:00,Failed,False,"32.2346 N, -110.9507 W",Mobile,LTE,63,140,7065
TFB1B95C2,ACC91787,ACC54608,879.63,Withdrawal,2024-09-01 10:14:00,Success,True,"35.8274 N, -78.6849 W",Desktop,Ethernet,3,240,1874
TCB6EC026,ACC71350,ACC83566,543.02,Deposit,2024-09-01 10:23:00,Failed,False,"36.1753 N, -86.808 W",Desktop,Wi-Fi,13,207,7039
T525B0AE0,ACC13553,ACC11678,677.07,Transfer,2024-08-19 10:39:00,Failed,False,"40.7363 N, -73.9751 W",Desktop,Ethernet,7,87,7731
T9737CFE3,ACC82828,ACC36212,474.4,Transfer,2024-01-07 10:26:00,Failed,False,"30.2233 N, -97.7056 W",Desktop,Ethernet,8,89,3008
TAC0F7AFE,ACC76577,ACC55052,32315.2,Transfer,2024-03-09 10:29:00,Failed,False,"41.2787 N, -95.9128 W",Desktop,Ethernet,6,59,8403
T9D69EB05,ACC79416,ACC10182,252.71,Transfer,2024-02-17 10:48:00,Failed,False,"42.3861 N, -71.1022 W",Desktop,Wi-Fi,20,121,6448
TE086C943,ACC30411,ACC89361,4516.82,Transfer,2024-02-17 10:23:00,Success,True,"45.4988 N, -122.6382 W",Desktop,Wi-Fi,12,168,6221
T6AB7D221,ACC26031,ACC13443,1263.21,Withdrawal,2024-06-06 10:32:00,Failed,False,"33.3974 N, -111.8513 W",Desktop,Ethernet,4,209,4589
T2FBC4821,ACC61457,ACC40460,692.55,Deposit,2024-03-26 10:21:00,Failed,True,"40.7015 N, -74.0412 W",Desktop,Wi-Fi,20,115,3465
TA148A7EB,ACC68077,ACC86016,26731.12,Deposit,2024-11-28 15:02:06,Failed,True,"36.1399 N, -86.8161 W",Desktop,Ethernet,8,70,4182
T246755B4,ACC48834,ACC48167,1181.75,Deposit,2024-07-16 10:19:00,Failed,True,"31.7183 N, -106.4501 W",Desktop,Ethernet,2,237,4578
TC1B92CC6,ACC88350,ACC42527,193.35,Deposit,2024-07-25 10:15:00,Failed,True,"37.7298 N, -122.3742 W",Desktop,Ethernet,3,159,5418
T0B81361A,ACC81201,ACC20704,3466.42,Transfer,2024-09-05 10:35:00,Success,True,"39.3371 N, -76.5857 W",Mobile,5G,44,170,4366
TD8B69C19,ACC57995,ACC32223,513.84,Withdrawal,2024-11-29 05:07:24,Success,True,"40.6675 N, -74.0489 W",Mobile,5G,35,62,6752
TB735C959,ACC44381,ACC45138,723.45,Transfer,2024-05-12 10:38:00,Success,True,"35.1242 N, -106.6754 W",Desktop,Wi-Fi,9,207,4979
TC270E208,ACC67469,ACC21488,1131.07,Deposit,2024-02-29 10:17:00,Failed,False,"40.6848 N, -73.9583 W",Mobile,5G,22,127,7118
TB84AF1F9,ACC49865,ACC86726,1081.36,Transfer,2024-01-01 10:12:00,Success,True,"38.9429 N, -77.0533 W",Desktop,Ethernet,5,58,6747
TF9C1CBBE,ACC88942,ACC30664,1310.0,Deposit,2024-02-11 10:09:00,Failed,True,"34.0092 N, -118.202 W",Desktop,Ethernet,2,109,1370
TBC462A79,ACC69673,ACC60940,919.35,Deposit,2024-08-24 10:52:00,Failed,False,"35.4183 N, -97.4937 W",Mobile,5G,37,210,8981
T0F4BC381,ACC34184,ACC89466,1362.38,Withdrawal,2024-06-30 10:03:00,Failed,True,"33.737 N, -118.1464 W",Desktop,Ethernet,7,220,5794
T831E4754,ACC25990,ACC35086,325.32,Withdrawal,2024-10-03 10:55:00,Failed,False,"30.2792 N, -97.7926 W",Desktop,Ethernet,4,244,9590
TDB5F9ECD,ACC21784,ACC82883,1279.03,Deposit,2024-07-31 10:53:00,Success,False,"36.1345 N, -86.8283 W",Desktop,Ethernet,7,129,7387
T0A9C53DF,ACC89997,ACC99632,654.1,Transfer,2024-07-02 10:48:00,Failed,True,"39.8031 N, -86.183 W",Desktop,Wi-Fi,21,244,9961
TC00F0890,ACC46443,ACC59429,16542.49,Withdrawal,2024-07-13 10:21:00,Failed,False,"29.7453 N, -95.3312 W",Mobile,Wi-Fi,13,248,1759
T161C22DC,ACC90065,ACC76152,1406.15,Transfer,2024-01-02 10:56:00,Failed,False,"40.7545 N, -74.053 W",Desktop,Wi-Fi,12,235,4275
TF8A17ADD,ACC70107,ACC29493,749.78,Transfer,2024-05-08 10:27:00,Failed,True,"41.8282 N, -87.6152 W",Desktop,Wi-Fi,25,180,6921
TE5958B3D,ACC30350,ACC43122,457.97,Transfer,2024-02-05 10:22:00,Success,False,"41.2447 N, -95.9605 W",Desktop,Ethernet,7,80,7501
T8C55F25F,ACC70325,ACC90820,978.39,Deposit,2024-11-21 10:55:00,Success,False,"47.6394 N, -122.3018 W",Desktop,Ethernet,5,210,8025
T0AB143ED,ACC84409,ACC68618,1121.31,Transfer,2024-04-24 10:38:00,Failed,False,"37.3546 N, -121.9316 W",Mobile,LTE,87,95,6745
T9F16F0DF,ACC54288,ACC92031,1190.81,Transfer,2024-06-30 10:47:00,Failed,True,"34.0836 N, -118.2573 W",Mobile,LTE,50,107,6866
T5D4156FF,ACC37253,ACC11656,503.36,Transfer,2024-12-20 10:37:00,Failed,True,"45.4789 N, -122.6543 W",Mobile,3G,161,237,8005
TB8B805B5,ACC81776,ACC17057,523.24,Withdrawal,2024-06-11 10:56:00,Failed,True,"42.4094 N, -71.1042 W",Mobile,LTE,58,135,2525
